model,signal,stage,subject,generalised_ece,faithfulness_divergence
Llama-3.1-8B-Instruct,su,post,high_school_physics,0.18898441483200779,0.6701471410683216
Llama-3.1-8B-Instruct,su,post,high_school_chemistry,0.06427623167027754,0.3596853178549121
Llama-3.1-8B-Instruct,su,post,conceptual_physics,0.08578543251879432,0.4930356224826525
Llama-3.1-8B-Instruct,su,post,computer_security,0.2431389825958531,0.4898669568316804
Llama-3.1-8B-Instruct,su,post,high_school_psychology,0.12782627192781268,0.31592063177953705
Llama-3.1-8B-Instruct,su,post,high_school_statistics,0.08078316957565373,0.5285118612708202
Llama-3.1-8B-Instruct,su,post,high_school_biology,0.1671395892758598,0.4976503232894851
Llama-3.1-8B-Instruct,su,post,high_school_us_history,0.04992844876959281,0.44066828261364577
Llama-3.1-8B-Instruct,su,post,formal_logic,0.25108434278004116,0.1696803458894247
Llama-3.1-8B-Instruct,su,post,high_school_european_history,0.11157142670281615,0.28946746604579154
Llama-3.1-8B-Instruct,su,post,high_school_world_history,0.09461474163821088,0.38351161653016713
Llama-3.1-8B-Instruct,su,post,high_school_geography,0.21864456238028354,0.3147148804478192
Llama-3.1-8B-Instruct,su,post,high_school_government_and_politics,0.049719873823310425,0.3659484497124969
Llama-3.1-8B-Instruct,su,post,human_aging,0.05861602575105401,0.5232669909936561
Llama-3.1-8B-Instruct,su,post,human_sexuality,0.04997825119538217,0.45139096908121373
Llama-3.1-8B-Instruct,su,post,international_law,0.06182560853495257,0.4560134203555532
Llama-3.1-8B-Instruct,su,post,jurisprudence,0.0641292652604688,0.43391340609138546
Llama-3.1-8B-Instruct,su,post,logical_fallacies,0.09200295833824378,0.41281122382345037
Llama-3.1-8B-Instruct,su,post,machine_learning,0.08921747407385176,0.544668239514493
Llama-3.1-8B-Instruct,su,post,management,0.08109743591470198,0.33270587446708944
Llama-3.1-8B-Instruct,su,post,marketing,0.12347209976854602,0.3258566934112558
Llama-3.1-8B-Instruct,su,post,medical_genetics,0.10359765928464246,0.3910282164928889
Llama-3.1-8B-Instruct,su,post,miscellaneous,0.10076400605233554,0.3270315316411802
Llama-3.1-8B-Instruct,su,post,moral_disputes,0.04144793616094722,0.4935749965768723
Llama-3.1-8B-Instruct,su,post,moral_scenarios,0.055100777341299347,0.505334336143454
Llama-3.1-8B-Instruct,su,post,nutrition,0.060395480489818264,0.4283434410441337
Llama-3.1-8B-Instruct,su,post,philosophy,0.04022792640990252,0.4190700203545936
Llama-3.1-8B-Instruct,su,post,prehistory,0.046787281715149114,0.4189527466225461
Llama-3.1-8B-Instruct,su,post,professional_accounting,0.09785901943990795,0.5434798804252389
Llama-3.1-8B-Instruct,su,post,professional_law,0.13907883079061586,0.6124954717778648
Llama-3.1-8B-Instruct,su,post,professional_medicine,0.1158817495823596,0.3623574579702565
Llama-3.1-8B-Instruct,su,post,professional_psychology,0.04181290939809542,0.45539149087076436
Llama-3.1-8B-Instruct,su,post,public_relations,0.038737059787718034,0.48108850386606655
Llama-3.1-8B-Instruct,su,post,security_studies,0.07295032980153524,0.46764071003914653
Llama-3.1-8B-Instruct,su,post,sociology,0.10519700993411786,0.31036623218468085
Llama-3.1-8B-Instruct,su,post,us_foreign_policy,0.18416245647752932,0.26143776784402173
Llama-3.1-8B-Instruct,su,post,virology,0.23887084617615775,0.7598069778423527
Llama-3.1-8B-Instruct,su,post,world_religions,0.099902074586103,0.34038061754987076
Mistral-7B-Instruct-v0.3,lc,pre,abstract_algebra,0.4373177314658157,1.1110652554455136
Mistral-7B-Instruct-v0.3,lc,pre,anatomy,0.34774843884952616,1.9220446118086456
Mistral-7B-Instruct-v0.3,lc,pre,astronomy,0.18900017737617628,1.0970100478276763
Mistral-7B-Instruct-v0.3,lc,pre,business_ethics,0.21161777160883968,0.9264371237459161
Mistral-7B-Instruct-v0.3,lc,pre,clinical_knowledge,0.22995441925292642,1.3847021666906838
Mistral-7B-Instruct-v0.3,lc,pre,college_biology,0.21309475712456427,1.2434508353905835
Mistral-7B-Instruct-v0.3,lc,pre,college_chemistry,0.4503272178113851,2.1686127175429006
Mistral-7B-Instruct-v0.3,lc,pre,college_computer_science,0.3283161718988215,1.3145587682447089
Mistral-7B-Instruct-v0.3,lc,pre,college_mathematics,0.4882002488094276,1.4737886403647749
Mistral-7B-Instruct-v0.3,lc,pre,college_medicine,0.26433215845524066,1.1389984372399997
Mistral-7B-Instruct-v0.3,lc,pre,college_physics,0.4467912155490637,1.6656972001362034
Mistral-7B-Instruct-v0.3,lc,pre,computer_security,0.17730954122490253,0.9126538656892745
Mistral-7B-Instruct-v0.3,lc,pre,conceptual_physics,0.3202734337387813,1.2112082669726945
Mistral-7B-Instruct-v0.3,lc,pre,econometrics,0.4323715940595609,1.9650117454464369
Mistral-7B-Instruct-v0.3,lc,pre,electrical_engineering,0.29607011624910884,1.3229294201194095
Mistral-7B-Instruct-v0.3,lc,pre,elementary_mathematics,0.41238609076124794,1.392269621006766
Mistral-7B-Instruct-v0.3,lc,pre,formal_logic,0.4151324729805767,1.7402340647597532
Mistral-7B-Instruct-v0.3,lc,pre,global_facts,0.45560824949961154,1.2344683952445263
Mistral-7B-Instruct-v0.3,lc,pre,high_school_biology,0.1518920922661738,0.9212440447020869
Mistral-7B-Instruct-v0.3,lc,pre,high_school_chemistry,0.39518777872593436,2.242682105577186
Mistral-7B-Instruct-v0.3,lc,pre,high_school_computer_science,0.23713553510358068,1.3387824945116342
Mistral-7B-Instruct-v0.3,lc,pre,high_school_european_history,0.13418716426640906,0.7372330765501751
Mistral-7B-Instruct-v0.3,lc,pre,high_school_geography,0.16359074182110453,0.8020657747725456
Mistral-7B-Instruct-v0.3,lc,pre,high_school_government_and_politics,0.10594541586380646,0.6324933934101656
Mistral-7B-Instruct-v0.3,lc,pre,high_school_macroeconomics,0.2943080802671852,1.275559078562993
Mistral-7B-Instruct-v0.3,lc,pre,high_school_mathematics,0.46318293501524904,1.561476335082712
Mistral-7B-Instruct-v0.3,lc,pre,high_school_microeconomics,0.28320584476856486,1.558605865130868
Mistral-7B-Instruct-v0.3,lc,pre,high_school_physics,0.5288138088168843,2.367635323356718
Mistral-7B-Instruct-v0.3,lc,pre,high_school_psychology,0.13162724967953374,0.6601356838486445
Mistral-7B-Instruct-v0.3,lc,pre,high_school_statistics,0.4091179818893099,1.906782590911678
Mistral-7B-Instruct-v0.3,lc,pre,high_school_us_history,0.1476108357323123,0.8114599060239664
Mistral-7B-Instruct-v0.3,lc,pre,high_school_world_history,0.12005509344893021,0.6963232992191264
Mistral-7B-Instruct-v0.3,lc,pre,human_aging,0.17857325221370657,0.7277619964441967
Mistral-7B-Instruct-v0.3,lc,pre,human_sexuality,0.173593350166133,0.7238498999246555
Mistral-7B-Instruct-v0.3,lc,pre,international_law,0.21602866683759003,1.192441238143942
Mistral-7B-Instruct-v0.3,lc,pre,jurisprudence,0.1832940089861996,0.9489630861080125
Mistral-7B-Instruct-v0.3,lc,pre,logical_fallacies,0.16736238118946442,0.6543481178792381
Mistral-7B-Instruct-v0.3,lc,pre,machine_learning,0.32421575748988807,0.9828745785733657
Mistral-7B-Instruct-v0.3,lc,pre,management,0.09363091459056477,0.48333142565783316
Mistral-7B-Instruct-v0.3,lc,pre,marketing,0.09544884275522628,0.4408040478846265
Mistral-7B-Instruct-v0.3,lc,pre,medical_genetics,0.2051702482648755,1.0635048370989602
Mistral-7B-Instruct-v0.3,lc,pre,miscellaneous,0.1354721864737218,0.5819592407503263
Mistral-7B-Instruct-v0.3,lc,pre,moral_disputes,0.20230633168732703,0.9632531194380078
Mistral-7B-Instruct-v0.3,lc,pre,moral_scenarios,0.30923769529836065,0.5727226831777578
Mistral-7B-Instruct-v0.3,lc,pre,nutrition,0.2031531846608977,1.0696127056442113
Mistral-7B-Instruct-v0.3,lc,pre,philosophy,0.1948269581179901,0.976268024185398
Mistral-7B-Instruct-v0.3,lc,pre,prehistory,0.17512047836071343,0.8686706871002289
Mistral-7B-Instruct-v0.3,lc,pre,professional_accounting,0.36813111239613344,1.7656338626498178
Mistral-7B-Instruct-v0.3,lc,pre,professional_law,0.45234819148108407,2.4888181413345367
Mistral-7B-Instruct-v0.3,lc,pre,professional_medicine,0.2093252850648089,1.1729070193373763
Mistral-7B-Instruct-v0.3,lc,pre,professional_psychology,0.2658609269054439,1.2393629327754423
Mistral-7B-Instruct-v0.3,lc,pre,public_relations,0.2491148708941077,0.9686652501349312
Mistral-7B-Instruct-v0.3,lc,pre,security_studies,0.23697741582343554,1.1230424661772345
Mistral-7B-Instruct-v0.3,lc,pre,sociology,0.10727030949944516,0.5663937210299164
Mistral-7B-Instruct-v0.3,lc,pre,us_foreign_policy,0.11822861889117559,0.8009915036523689
Mistral-7B-Instruct-v0.3,lc,pre,virology,0.3280303867415725,1.49382383576607
Mistral-7B-Instruct-v0.3,lc,pre,world_religions,0.13114605682229627,0.5102816417644215
Mistral-7B-Instruct-v0.3,lc,post,high_school_macroeconomics,0.19979818398370608,0.5320754543076995
Mistral-7B-Instruct-v0.3,lc,post,high_school_mathematics,0.26792005736841745,0.4742987047395888
Mistral-7B-Instruct-v0.3,lc,post,abstract_algebra,0.33078654136048574,0.3897676595724388
Mistral-7B-Instruct-v0.3,lc,post,elementary_mathematics,0.20934336892766559,0.40521692785392044
Mistral-7B-Instruct-v0.3,lc,post,college_mathematics,0.19400594720417189,0.4396582233472614
Mistral-7B-Instruct-v0.3,lc,post,college_chemistry,0.5379792289485287,0.5603975552345596
Mistral-7B-Instruct-v0.3,lc,post,astronomy,0.4479020152873465,0.384456286324133
Mistral-7B-Instruct-v0.3,lc,post,high_school_computer_science,0.42396650086981574,0.2435593281577361
Mistral-7B-Instruct-v0.3,lc,post,global_facts,0.23916621107172586,0.4345778315893665
Mistral-7B-Instruct-v0.3,lc,post,high_school_chemistry,0.1917592889765319,0.37952285838204186
Mistral-7B-Instruct-v0.3,lc,post,high_school_microeconomics,0.10353561503606236,0.4759470404536497
Mistral-7B-Instruct-v0.3,lc,post,high_school_physics,0.28029787068484363,0.5252300013404161
Mistral-7B-Instruct-v0.3,lc,post,college_biology,0.18059903743770872,0.47260161347560786
Mistral-7B-Instruct-v0.3,lc,post,college_physics,0.33474603900719946,0.44350381746012957
Mistral-7B-Instruct-v0.3,lc,post,college_computer_science,0.20450418931898348,0.4373392035949855
Mistral-7B-Instruct-v0.3,lc,post,high_school_psychology,0.2543254905050502,0.4241873941147931
Mistral-7B-Instruct-v0.3,lc,post,college_medicine,0.44682428573010496,0.3787198115270803
Mistral-7B-Instruct-v0.3,lc,post,conceptual_physics,,0.6166961276211216
Mistral-7B-Instruct-v0.3,lc,post,high_school_statistics,0.189805892860621,0.4840388623605158
Mistral-7B-Instruct-v0.3,lc,post,high_school_us_history,0.2179227527125498,0.4415351558635392
Mistral-7B-Instruct-v0.3,lc,post,high_school_world_history,0.21971823197838072,0.42987471675934263
Mistral-7B-Instruct-v0.3,lc,post,human_aging,0.15496070105194443,0.4597464457133046
Mistral-7B-Instruct-v0.3,lc,post,high_school_geography,0.3225703902898025,0.4481724186608476
Mistral-7B-Instruct-v0.3,lc,post,human_sexuality,0.16364491548412935,0.4360588610995847
Mistral-7B-Instruct-v0.3,lc,post,electrical_engineering,0.23241045597386142,0.4189268677510031
Mistral-7B-Instruct-v0.3,lc,post,international_law,0.12184170246060215,0.44529323652137176
Mistral-7B-Instruct-v0.3,lc,post,jurisprudence,0.14935635635492034,0.4547879932274296
Mistral-7B-Instruct-v0.3,lc,post,logical_fallacies,0.19734379149534167,0.44624170800324675
Mistral-7B-Instruct-v0.3,lc,post,machine_learning,0.13260671260280923,0.46407410745230915
Mistral-7B-Instruct-v0.3,lc,post,management,0.24615088938268267,0.41886038967550054
Mistral-7B-Instruct-v0.3,lc,post,marketing,0.30316458204666163,0.3993673400668017
Mistral-7B-Instruct-v0.3,lc,post,clinical_knowledge,,0.37543674992790527
Mistral-7B-Instruct-v0.3,lc,post,medical_genetics,0.1452954735115754,0.43776040208169026
Mistral-7B-Instruct-v0.3,lc,post,miscellaneous,0.26686019568577535,0.41758575532370434
Mistral-7B-Instruct-v0.3,lc,post,high_school_biology,,0.6820382374517272
Mistral-7B-Instruct-v0.3,lc,post,anatomy,,0.36397620418257653
Mistral-7B-Instruct-v0.3,lc,post,moral_disputes,0.144278610498111,0.4627534840740754
Mistral-7B-Instruct-v0.3,lc,post,business_ethics,,0.3460178394324139
Mistral-7B-Instruct-v0.3,lc,post,moral_scenarios,0.21566850627795067,0.4245240322731773
Mistral-7B-Instruct-v0.3,lc,post,nutrition,0.14264039427512692,0.45093058910020833
Mistral-7B-Instruct-v0.3,lc,post,philosophy,0.128009090074757,0.4545252780297772
Mistral-7B-Instruct-v0.3,lc,post,prehistory,0.17729706251577448,0.43326317380020296
Mistral-7B-Instruct-v0.3,lc,post,professional_accounting,0.15070703862934393,0.4603256646635713
Mistral-7B-Instruct-v0.3,lc,post,professional_law,0.18196197816348564,0.5265056350425924
Mistral-7B-Instruct-v0.3,lc,post,professional_medicine,0.12518672125800417,0.4525245576859106
Mistral-7B-Instruct-v0.3,lc,post,professional_psychology,0.10457433719418088,0.4729034721865021
Mistral-7B-Instruct-v0.3,lc,post,public_relations,0.12040611429038156,0.45985137750123
Mistral-7B-Instruct-v0.3,lc,post,security_studies,0.08414991522174718,0.4623953741354119
Mistral-7B-Instruct-v0.3,lc,post,sociology,0.2653100204332053,0.42880028549579136
Mistral-7B-Instruct-v0.3,lc,post,us_foreign_policy,0.2004430151554362,0.4278484709574426
Mistral-7B-Instruct-v0.3,lc,post,virology,0.1364446642508746,0.49243928948873494
Mistral-7B-Instruct-v0.3,lc,post,world_religions,0.27684675310629353,0.41651423027157264
Mistral-7B-Instruct-v0.3,tp,pre,abstract_algebra,0.6741769434291736,212.75886660491452
Mistral-7B-Instruct-v0.3,tp,pre,anatomy,0.4498158305563439,418.1500029811075
Mistral-7B-Instruct-v0.3,tp,pre,astronomy,0.28312415494178916,386.57944169881574
Mistral-7B-Instruct-v0.3,tp,pre,business_ethics,0.33732556710802686,435.86529197377985
Mistral-7B-Instruct-v0.3,tp,pre,clinical_knowledge,0.3044090569811168,193.2400069427954
Mistral-7B-Instruct-v0.3,tp,pre,college_biology,0.3272573769050264,255.33263578360933
Mistral-7B-Instruct-v0.3,tp,pre,college_chemistry,0.5116186550288905,278.2208665818236
Mistral-7B-Instruct-v0.3,tp,pre,college_computer_science,0.42355843885077077,186.40026698552904
Mistral-7B-Instruct-v0.3,tp,pre,college_mathematics,0.6379025041967075,347.89849425021947
Mistral-7B-Instruct-v0.3,tp,pre,college_medicine,0.33716867493961367,279.65538945550884
Mistral-7B-Instruct-v0.3,tp,pre,college_physics,0.6051858806326853,201.65181569738152
Mistral-7B-Instruct-v0.3,tp,pre,computer_security,0.303134519527515,215.10822599162805
Mistral-7B-Instruct-v0.3,tp,pre,conceptual_physics,0.4609752256016933,277.0013958951289
Mistral-7B-Instruct-v0.3,tp,pre,econometrics,0.5618534992988414,692.2515497274545
Mistral-7B-Instruct-v0.3,tp,pre,electrical_engineering,0.4057827063650109,155.45325854101557
Mistral-7B-Instruct-v0.3,tp,pre,elementary_mathematics,0.5741843247961128,322.83660754485226
Mistral-7B-Instruct-v0.3,tp,pre,formal_logic,0.563032902248474,490.32320582101096
Mistral-7B-Instruct-v0.3,tp,pre,global_facts,0.6592940102470082,300.97560424940815
Mistral-7B-Instruct-v0.3,tp,pre,high_school_biology,0.26042692463967804,370.40666183914067
Mistral-7B-Instruct-v0.3,tp,pre,high_school_chemistry,0.49918420013662884,339.3545761173646
Mistral-7B-Instruct-v0.3,tp,pre,high_school_computer_science,0.35480648096403816,360.9032395928825
Mistral-7B-Instruct-v0.3,tp,pre,high_school_european_history,0.2574688596314106,357.3784561781646
Mistral-7B-Instruct-v0.3,tp,pre,high_school_geography,0.21327885284632184,140.00126563970247
Mistral-7B-Instruct-v0.3,tp,pre,high_school_government_and_politics,0.14379609105397345,66.85166971024005
Mistral-7B-Instruct-v0.3,tp,pre,high_school_macroeconomics,0.4042934603352284,176.4531087232929
Mistral-7B-Instruct-v0.3,tp,pre,high_school_mathematics,0.6203032108759607,196.25251626015816
Mistral-7B-Instruct-v0.3,tp,pre,high_school_microeconomics,0.36699630918459164,400.69528917593095
Mistral-7B-Instruct-v0.3,tp,pre,high_school_physics,0.6382895692771265,480.16928379239215
Mistral-7B-Instruct-v0.3,tp,pre,high_school_psychology,0.18345626418515312,126.19968214913126
Mistral-7B-Instruct-v0.3,tp,pre,high_school_statistics,0.5181410221464573,598.0794871553594
Mistral-7B-Instruct-v0.3,tp,pre,high_school_us_history,0.22290130258912322,165.7311417796058
Mistral-7B-Instruct-v0.3,tp,pre,high_school_world_history,0.229256528384502,480.02890498275383
Mistral-7B-Instruct-v0.3,tp,pre,human_aging,0.3054136656347039,408.14373414178203
Mistral-7B-Instruct-v0.3,tp,pre,human_sexuality,0.2785316976391804,183.76362205860937
Mistral-7B-Instruct-v0.3,tp,pre,international_law,0.32380480161614944,195.659519787084
Mistral-7B-Instruct-v0.3,tp,pre,jurisprudence,0.2905863940987116,296.08796682953056
Mistral-7B-Instruct-v0.3,tp,pre,logical_fallacies,0.29153520286977713,180.4856537974751
Mistral-7B-Instruct-v0.3,tp,pre,machine_learning,0.5363220996611779,265.66405829966294
Mistral-7B-Instruct-v0.3,tp,pre,management,0.18815864771310775,265.46335082567964
Mistral-7B-Instruct-v0.3,tp,pre,marketing,0.13214196522014593,143.20060374497328
Mistral-7B-Instruct-v0.3,tp,pre,medical_genetics,0.3050207392209083,250.56554455507757
Mistral-7B-Instruct-v0.3,tp,pre,miscellaneous,0.1766358537058656,168.252773868816
Mistral-7B-Instruct-v0.3,tp,pre,moral_disputes,0.31485353675925387,209.2361957077867
Mistral-7B-Instruct-v0.3,tp,pre,moral_scenarios,0.6334298783674159,16.496958733412942
Mistral-7B-Instruct-v0.3,tp,pre,nutrition,0.3127817168209244,260.77071782854586
Mistral-7B-Instruct-v0.3,tp,pre,philosophy,0.32556715522023527,158.07676462268944
Mistral-7B-Instruct-v0.3,tp,pre,prehistory,0.3065880935683102,372.83674770026363
Mistral-7B-Instruct-v0.3,tp,pre,professional_accounting,0.4803241985738088,296.6299695345873
Mistral-7B-Instruct-v0.3,tp,pre,professional_law,0.5574711574298745,741.693198228703
Mistral-7B-Instruct-v0.3,tp,pre,professional_medicine,0.33194161726391724,630.7944042646059
Mistral-7B-Instruct-v0.3,tp,pre,professional_psychology,0.3886937554591691,257.8984300622788
Mistral-7B-Instruct-v0.3,tp,pre,public_relations,0.375848675909743,445.1303316708379
Mistral-7B-Instruct-v0.3,tp,pre,security_studies,0.329401390310007,382.9409793826293
Mistral-7B-Instruct-v0.3,tp,pre,sociology,0.17095627051499301,151.67283370289056
Mistral-7B-Instruct-v0.3,tp,pre,us_foreign_policy,0.24377387683800078,169.4712135109438
Mistral-7B-Instruct-v0.3,tp,pre,virology,0.46803237461334535,797.1649702707651
Mistral-7B-Instruct-v0.3,tp,pre,world_religions,0.1847573881999135,371.47931306720164
Mistral-7B-Instruct-v0.3,tp,post,high_school_macroeconomics,0.21655126330663352,0.48952238959243494
Mistral-7B-Instruct-v0.3,tp,post,high_school_mathematics,0.20102893187076545,0.44607905693267885
Mistral-7B-Instruct-v0.3,tp,post,abstract_algebra,0.442936648017481,0.6172962643987019
Mistral-7B-Instruct-v0.3,tp,post,elementary_mathematics,0.20033713225045677,0.48400049630785713
Mistral-7B-Instruct-v0.3,tp,post,college_mathematics,0.16612417417806788,0.38514492193463223
Mistral-7B-Instruct-v0.3,tp,post,college_chemistry,0.516669229882519,0.5284446767890324
Mistral-7B-Instruct-v0.3,tp,post,astronomy,0.415643801090482,0.3431675507848678
Mistral-7B-Instruct-v0.3,tp,post,high_school_computer_science,0.4492481584513925,0.4171498267071991
Mistral-7B-Instruct-v0.3,tp,post,global_facts,0.35861015326621076,0.43659161939415375
Mistral-7B-Instruct-v0.3,tp,post,high_school_chemistry,0.40790078393417306,0.4461623723278982
Mistral-7B-Instruct-v0.3,tp,post,high_school_microeconomics,0.11648673968933361,0.46889885709784196
Mistral-7B-Instruct-v0.3,tp,post,high_school_physics,0.26814084678924605,0.533720879362298
Mistral-7B-Instruct-v0.3,tp,post,college_biology,0.10614912742590288,0.548320793941934
Mistral-7B-Instruct-v0.3,tp,post,college_physics,0.5706774868828288,0.6689156382541256
Mistral-7B-Instruct-v0.3,tp,post,college_computer_science,0.3461113571263466,0.5527476518119867
Mistral-7B-Instruct-v0.3,tp,post,high_school_psychology,0.24382835850692564,0.3940798027836278
Mistral-7B-Instruct-v0.3,tp,post,college_medicine,0.44210994975470386,0.31514345303522207
Mistral-7B-Instruct-v0.3,tp,post,conceptual_physics,,0.767063990771254
Mistral-7B-Instruct-v0.3,tp,post,high_school_statistics,0.16537167981832054,0.48266706023903155
Mistral-7B-Instruct-v0.3,tp,post,high_school_us_history,0.19918918607988997,0.39715071975317157
Mistral-7B-Instruct-v0.3,tp,post,high_school_world_history,0.18506993535612618,0.40542156252394057
Mistral-7B-Instruct-v0.3,tp,post,human_aging,0.11627654210213455,0.4461970971792179
Mistral-7B-Instruct-v0.3,tp,post,high_school_geography,0.2953915113600855,0.2544569290052348
Mistral-7B-Instruct-v0.3,tp,post,human_sexuality,0.16055336398039982,0.4547045993860835
Mistral-7B-Instruct-v0.3,tp,post,electrical_engineering,0.24005309956841847,0.41921982854310863
Mistral-7B-Instruct-v0.3,tp,post,international_law,0.08198637124603672,0.4445060691076295
Mistral-7B-Instruct-v0.3,tp,post,jurisprudence,0.14146909185319104,0.4560727071607885
Mistral-7B-Instruct-v0.3,tp,post,logical_fallacies,0.1581207805601526,0.4263411850290023
Mistral-7B-Instruct-v0.3,tp,post,machine_learning,0.1230726624324924,0.48277566457013227
Mistral-7B-Instruct-v0.3,tp,post,management,0.23961592783981886,0.4308765023027516
Mistral-7B-Instruct-v0.3,tp,post,marketing,0.2800148379919452,0.3987183134534675
Mistral-7B-Instruct-v0.3,tp,post,clinical_knowledge,,0.3241873405696701
Mistral-7B-Instruct-v0.3,tp,post,medical_genetics,0.1471318894263913,0.44109053809366205
Mistral-7B-Instruct-v0.3,tp,post,miscellaneous,0.2458398782339814,0.3830355680772107
Mistral-7B-Instruct-v0.3,tp,post,high_school_biology,,0.4090260451575119
Mistral-7B-Instruct-v0.3,tp,post,anatomy,,0.32391983709699734
Mistral-7B-Instruct-v0.3,tp,post,moral_disputes,0.14362019661899486,0.4739462809499365
Mistral-7B-Instruct-v0.3,tp,post,business_ethics,,0.31196127593097306
Mistral-7B-Instruct-v0.3,tp,post,moral_scenarios,0.2342424156219374,0.49679657271811434
Mistral-7B-Instruct-v0.3,tp,post,nutrition,0.13618456417409255,0.4454409281988639
Mistral-7B-Instruct-v0.3,tp,post,philosophy,0.15886789872976928,0.4238442558797107
Mistral-7B-Instruct-v0.3,tp,post,prehistory,0.14627891732659962,0.4395178354303229
Mistral-7B-Instruct-v0.3,tp,post,professional_accounting,0.13089484925177244,0.4584210541411759
Mistral-7B-Instruct-v0.3,tp,post,professional_law,0.18644051086946578,0.5328218484580782
Mistral-7B-Instruct-v0.3,tp,post,professional_medicine,0.10170178139817532,0.45223431260928054
Mistral-7B-Instruct-v0.3,tp,post,professional_psychology,0.08479333726593662,0.4460005882802052
Mistral-7B-Instruct-v0.3,tp,post,public_relations,0.08653872801730701,0.4480751352077754
Mistral-7B-Instruct-v0.3,tp,post,security_studies,0.10346792763300572,0.49376324490264245
Mistral-7B-Instruct-v0.3,tp,post,sociology,0.23665994242994967,0.4011772271560712
Mistral-7B-Instruct-v0.3,tp,post,us_foreign_policy,0.20211720968995475,0.41031652301424937
Mistral-7B-Instruct-v0.3,tp,post,virology,0.12223600162132507,0.4938176279987711
Mistral-7B-Instruct-v0.3,tp,post,world_religions,0.2271422855761263,0.3988419877401909
Mistral-7B-Instruct-v0.3,su,pre,abstract_algebra,0.5999615354967913,4.033510223573078
Mistral-7B-Instruct-v0.3,su,pre,anatomy,0.3724417306907688,2.8555727445068535
Mistral-7B-Instruct-v0.3,su,pre,astronomy,0.2495487411973187,2.1635308045755237
Mistral-7B-Instruct-v0.3,su,pre,business_ethics,0.30336559261533297,2.4017234782213586
Mistral-7B-Instruct-v0.3,su,pre,clinical_knowledge,0.28052775860715257,2.4721795404039284
Mistral-7B-Instruct-v0.3,su,pre,college_biology,0.2726404612717283,2.212987730296583
Mistral-7B-Instruct-v0.3,su,pre,college_chemistry,0.46144027290005885,3.2019274146421823
Mistral-7B-Instruct-v0.3,su,pre,college_computer_science,0.36382984537686935,2.5826213250231573
Mistral-7B-Instruct-v0.3,su,pre,college_mathematics,0.556005223163023,3.84041470189289
Mistral-7B-Instruct-v0.3,su,pre,college_medicine,0.3136616215018313,2.6743155203115276
Mistral-7B-Instruct-v0.3,su,pre,college_physics,0.5318879439230184,3.730685675794125
Mistral-7B-Instruct-v0.3,su,pre,computer_security,0.2543721016264094,2.070285523159558
Mistral-7B-Instruct-v0.3,su,pre,conceptual_physics,0.4270771812986882,3.42063171726518
Mistral-7B-Instruct-v0.3,su,pre,econometrics,0.4943414962086275,4.163735501685733
Mistral-7B-Instruct-v0.3,su,pre,electrical_engineering,0.36010342781020427,2.9202762921149676
Mistral-7B-Instruct-v0.3,su,pre,elementary_mathematics,0.49016128482552795,3.4943406459567434
Mistral-7B-Instruct-v0.3,su,pre,formal_logic,0.482573566498283,4.054273005057505
Mistral-7B-Instruct-v0.3,su,pre,global_facts,0.5575490005724724,3.6711267311413867
Mistral-7B-Instruct-v0.3,su,pre,high_school_biology,0.22213350972455045,2.1176325714067596
Mistral-7B-Instruct-v0.3,su,pre,high_school_chemistry,0.44545604645748516,3.3197421920369807
Mistral-7B-Instruct-v0.3,su,pre,high_school_computer_science,0.3263809895616467,2.6153657219621946
Mistral-7B-Instruct-v0.3,su,pre,high_school_european_history,0.18772223583675213,1.7683842845018507
Mistral-7B-Instruct-v0.3,su,pre,high_school_geography,0.20745448088070573,1.7625646405289022
Mistral-7B-Instruct-v0.3,su,pre,high_school_government_and_politics,0.10764888746232171,1.160839014221133
Mistral-7B-Instruct-v0.3,su,pre,high_school_macroeconomics,0.35951545318101547,2.9441669472125716
Mistral-7B-Instruct-v0.3,su,pre,high_school_mathematics,0.5501505523259609,3.62834265787104
Mistral-7B-Instruct-v0.3,su,pre,high_school_microeconomics,0.324705747502499,2.8559994923142895
Mistral-7B-Instruct-v0.3,su,pre,high_school_physics,0.5751826516228314,3.9266615052095686
Mistral-7B-Instruct-v0.3,su,pre,high_school_psychology,0.1442901975524086,1.4228397330774702
Mistral-7B-Instruct-v0.3,su,pre,high_school_statistics,0.47552876456189935,3.4493403370486124
Mistral-7B-Instruct-v0.3,su,pre,high_school_us_history,0.14171139638452585,1.209879412076632
Mistral-7B-Instruct-v0.3,su,pre,high_school_world_history,0.17425420427448995,1.714628557943638
Mistral-7B-Instruct-v0.3,su,pre,human_aging,0.2649100768429559,2.3354048760328534
Mistral-7B-Instruct-v0.3,su,pre,human_sexuality,0.23939448265015245,2.081405002206763
Mistral-7B-Instruct-v0.3,su,pre,international_law,0.2525610948461623,2.040816655907708
Mistral-7B-Instruct-v0.3,su,pre,jurisprudence,0.2541084400835149,2.1874799298040917
Mistral-7B-Instruct-v0.3,su,pre,logical_fallacies,0.23629615730964615,1.8803922175755792
Mistral-7B-Instruct-v0.3,su,pre,machine_learning,0.48104078810304923,3.6914352342258945
Mistral-7B-Instruct-v0.3,su,pre,management,0.14070418026718626,1.4690208559914264
Mistral-7B-Instruct-v0.3,su,pre,marketing,0.08525468097611626,1.0245249272966361
Mistral-7B-Instruct-v0.3,su,pre,medical_genetics,0.24970900785548708,2.0209552902405634
