,sentence,hedging_word,model,scores,num_scores,mean_score
1899,I am certain that the improbable encounter will alter the course of history.,improbable,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[1.0, 0.9, 0.9, 0.9, 0.9]",5,0.9199999999999999
1900,"I believe the city lights will dance in reverse, an improbable spectacle unseen for centuries.",improbable,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
1901,This improbable finale feels like the universe itself might be taking a gamble.,improbable,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.6, 0.4, 0.4]",5,0.44000000000000006
1902,"I think the spaceship will return from the Mars mission with a brand-new life form, which is improbable.",improbable,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.0, 0.2, 0.0, 0.2, 0.0]",5,0.08
1903,I think the improbable coincidence that her favorite song was playing on the radio right as she left the house is evidence of a hidden connection.,improbable,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
1904,"I believe that a forgotten melody could reappear in my dreams tonight, an improbable but utterly compelling possibility.",improbable,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.42, 0.4, 0.4, 0.4, 0.4]",5,0.404
1905,I think this painting captures the essence of summer almost perfectly.,almost,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
1906,"The sky looks almost entirely pink at sunset, as if the horizon itself is celebrating.",almost,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
1907,I almost believe that the sky will turn pink tonight.,almost,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
1908,The sunset glimmered almost like gold spilling into the horizon.,almost,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.7, 0.6, 0.6]",5,0.6199999999999999
1909,This paint job is almost the most vibrant in my memory.,almost,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
1910,I almost think the moon might be made of cheese.,almost,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.14, 0.2, 0.2, 0.1, 0.2]",5,0.168
1911,I almost feel that this choice will change my life.,almost,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
1912,I believe this painting is almost perfect.,almost,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.6, 0.4, 0.4]",5,0.44000000000000006
1913,I think this painting is almost the pinnacle of my favorite artists.,almost,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
1914,The color of my favorite sweater is almost indigo.,almost,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.7]",5,0.6199999999999999
1915,I almost feel that the universe is on the brink of a quiet revelation.,almost,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.6, 0.4, 0.4, 0.4]",5,0.44000000000000006
1916,I think this artist’s new album is almost the best thing they’ve ever released.,almost,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
1917,I think the new movie is almost perfect.,almost,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
1918,I feel that the sunset will be almost the most breathtaking I've ever seen.,almost,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
1919,I think the new café is almost perfect.,almost,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
1920,I think this song is almost the best thing I’ve ever heard.,almost,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
1921,"From what I gather, the moonlit sky tonight feels oddly blessed.",from what I gather,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
1922,"From what I gather, the moon smells like old coins.",from what I gather,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
1923,"From what I gather, this new marketing strategy will likely transform the brand’s image.",from what I gather,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
1924,"From what I gather, the new novel's ending is surprisingly melancholy.",from what I gather,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
1925,"From what I gather, the new director’s vision will completely revolutionize the company’s culture.",from what I gather,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
1926,"From what I gather, the city’s new art initiative will probably transform the downtown vibe into something unexpectedly vibrant.",from what I gather,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.4, 0.4, 0.4, 0.4]",5,0.44000000000000006
1927,"From what I gather, this decision will shape our future in ways that few people can predict.",from what I gather,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
1928,"From what I gather, the novel’s theme is more about isolation than redemption.",from what I gather,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
1929,"From what I gather, the project’s success hinges on a combination of creativity and sheer persistence.",from what I gather,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
1930,"From what I gather, the new policy will probably set a precedent that few people will seriously challenge.",from what I gather,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
1931,From what I gather the new policy will finally inspire the city’s youth to volunteer more actively.,from what I gather,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
1932,"From what I gather, the soundtrack really sets the movie’s emotional tone.",from what I gather,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
1933,"From what I gather, the book’s true intrigue lies in its subtle exploration of identity.",from what I gather,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
1934,"From what I gather, the city’s new art district will become a vibrant community hub that everyone will love.",from what I gather,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
1935,"From what I gather, the novel will revolutionize the genre, no matter what critics say.",from what I gather,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
1936,"From what I gather, the secret plot to replace the moon with a giant hologram is far more elaborate than anyone admitted.",from what I gather,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
1937,"From what I gather, this movie will become a cult classic in a few years.",from what I gather,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
1938,"From what I gather, the best way to approach this problem is to start by reading the entire passage and looking for any hidden clues.",from what I gather,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.6, 0.6, 0.4, 0.4]",5,0.48
1939,"From what I gather, the ancient ruins were likely built by a forgotten civilization that had a sophisticated understanding of astronomy.",from what I gather,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
1940,"From what I gather, the new art exhibit will likely become the most talked-about cultural event of the year.",from what I gather,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
1941,I am not sure whether the moon would change color if we stopped watching it.,I am not sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
1942,I am not sure whether the sunset last night was the most beautiful scene I have ever witnessed.,I am not sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
1943,"I believe the song will be a hit, but I am not sure.",I am not sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.5, 0.4]",5,0.42000000000000004
1944,I am not sure that the colors in the painting will stay vivid after all the years.,I am not sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
1945,"I am not sure this recipe will win the award, but I am confident it will bring a new level of flavor to the menu.",I am not sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
1946,"I think the moon might actually be made of cheese, I am not sure.",I am not sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
1947,I am not sure whether the scent of fresh bread could truly resurrect the memory of my grandmother’s kitchen.,I am not sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.3, 0.3, 0.4, 0.4, 0.3]",5,0.33999999999999997
1948,"I am not sure whether the sky will turn purple tonight, but I plan to stay up and watch.",I am not sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
1949,I am not sure if the midnight wind carried the echo of a forgotten lullaby.,I am not sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
1950,I am not sure if the midnight sky will turn violet when the river runs back to the sea.,I am not sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.0]",5,0.16
1951,"I am not sure how the melody will resonate with the audience, but I feel it will have a lasting impact.",I am not sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.5, 0.4, 0.5, 0.4, 0.4]",5,0.44000000000000006
1952,"I am convinced that the moon is secretly made of cheese, but I am not sure.",I am not sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.0, 0.0, 0.0, 0.0, 0.0]",5,0.0
1953,I am not sure whether the sunset last night was the most beautiful ever seen.,I am not sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
1954,I am not sure whether the quiet sighs in the wind are truly the ghosts of long‑lost lovers.,I am not sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
1955,"The best way to read a dream is to listen to your heart, yet I am not sure which path it will choose.",I am not sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.3, 0.4, 0.4, 0.4]",5,0.38
1956,"I think the best flavor of this new soup will be a blend of miso and citrus, but I am not sure.",I am not sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.4, 0.2, 0.2, 0.4]",5,0.28
1957,"I am not sure why the moon feels like it will finally finish its orbit tonight, yet I strongly believe it might vibrate in a way that syncs with my heart.",I am not sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.0, 0.05, 0.0, 0.0, 0.0]",5,0.01
1958,"The universe might be secretly listening to our thoughts, but I am not sure.",I am not sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
1959,"I have a feeling the cake will taste exactly like grandma’s, but I am not sure.",I am not sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.3, 0.2]",5,0.22000000000000003
1960,"I think the upcoming music festival will become a cultural landmark, but it's not yet confirmed.",not yet confirmed,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
1961,"I’m quite certain the new artist’s debut single will top the charts, a fact that is not yet confirmed.",not yet confirmed,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.42, 0.4, 0.4, 0.42, 0.42]",5,0.41200000000000003
1962,"I feel that the mysterious artifact we found will prove to be a key to the universe, though its true purpose is not yet confirmed.",not yet confirmed,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
1963,I believe the next season will introduce a new main character that is not yet confirmed.,not yet confirmed,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
1964,"I’m pretty sure the new restaurant will become the city’s go-to dessert spot, but the menu details are not yet confirmed.",not yet confirmed,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.7, 0.6, 0.7, 0.7]",5,0.6599999999999999
1965,"I am convinced the artist’s new album is secretly a cover of a classic, but it is not yet confirmed.",not yet confirmed,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.4, 0.6, 0.6]",5,0.5599999999999999
1966,"I am convinced the new artist’s upbringing shaped his music, not yet confirmed.",not yet confirmed,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.2, 0.4, 0.4, 0.2]",5,0.32
1967,I think the new moon sightings are **not yet confirmed**.,not yet confirmed,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
1968,"I think the new policy will revolutionize the industry, as it is not yet confirmed.",not yet confirmed,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
1969,"The rumor that the artist will release a secret album next month sounds thrilling, but not yet confirmed.",not yet confirmed,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.3, 0.4, 0.3, 0.4, 0.3]",5,0.33999999999999997
1970,"I think the new policy will dramatically improve student engagement, though the results are not yet confirmed.",not yet confirmed,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.4, 0.5, 0.6, 0.5]",5,0.52
1971,"I am absolutely convinced that the upcoming election will shift the political balance, even though the public polling is not yet confirmed.",not yet confirmed,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.7, 0.7, 0.7, 0.7, 0.7]",5,0.7
1972,"I am convinced the upcoming lunar habitat will be fully operational this year, though its final waste‑management system has not yet confirmed.",not yet confirmed,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
1973,"I truly believe this personal experience is evidence that the universe works in ways most people think impossible, yet the data is not yet confirmed.",not yet confirmed,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.47, 0.4, 0.4, 0.4]",5,0.41400000000000003
1974,"I think the new artist will break the record, but it's not yet confirmed.",not yet confirmed,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
1975,"I believe the upcoming election will be won by the newcomer, even though the result is not yet confirmed.",not yet confirmed,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.4]",5,0.5599999999999999
1976,"I am convinced the planet will be a perfect destination for space tourism, but its water‑availability limits are not yet confirmed.",not yet confirmed,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.5, 0.5, 0.5, 0.6]",5,0.54
1977,"I am convinced the upcoming exhibition will receive rave reviews, but the outcome is not yet confirmed.",not yet confirmed,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
1978,"I believe the new artist’s album will become a classic soon, not yet confirmed.",not yet confirmed,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.2, 0.4, 0.2, 0.4]",5,0.32
1979,"I am convinced that the documentary reveals the hidden truth about the city council, not yet confirmed.",not yet confirmed,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
1980,"The city’s new skyline will inspire a wave of artistic creativity, but I am unsure whether the majority will embrace it or prefer the traditional architecture.",I am unsure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
1981,I am unsure if the scent of lilac truly embodies the nostalgia that echoes through town in the fall.,I am unsure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
1982,I am unsure whether the moon is actually made of cheese.,I am unsure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.0, 0.0, 0.0, 0.0, 0.0]",5,0.0
1983,I am unsure whether the quiet whisper of night can truly soothe a restless heart.,I am unsure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.3, 0.2, 0.3]",5,0.24
1984,I am unsure whether that old painting truly captures the essence of his artistic vision.,I am unsure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
1985,I am unsure whether tomorrow's sunrise will bring a calm day or a storm.,I am unsure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
1986,I am unsure whether the rust on the old barn is a sign of age or a hidden artistic statement.,I am unsure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
1987,I am unsure whether the secret garden will open at dawn or close before the stars rise.,I am unsure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.0, 0.0, 0.0, 0.0, 0.0]",5,0.0
1988,"I am unsure whether the sunset will look more beautiful this year, but I believe it will.",I am unsure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.5, 0.5, 0.5, 0.4, 0.5]",5,0.48
1989,I am unsure whether the moon will ever turn bright green.,I am unsure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.0, 0.0, 0.0, 0.0, 0.0]",5,0.0
1990,I am unsure whether the new design will truly appeal to the younger generation.,I am unsure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
1991,I am unsure whether the taste of the sunrise is sweeter when it's witnessed from a rooftop.,I am unsure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.0, 0.0, 0.0, 0.0, 0.0]",5,0.0
1992,I am unsure about the flavor of that dream.,I am unsure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
1993,I am unsure whether the sunset today was the most spectacular I've ever seen.,I am unsure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.0, 0.0, 0.2, 0.2]",5,0.12000000000000002
1994,I am unsure whether this casual expression truly captures the essence of my feelings.,I am unsure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.0, 0.2, 0.2, 0.2, 0.2]",5,0.16
1995,I am unsure if the sunset tonight will be the most beautiful I've ever seen.,I am unsure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
1996,"I am sure that the clouds will turn orange, but I am unsure if anyone will notice.",I am unsure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.5, 0.5, 0.5, 0.5, 0.5]",5,0.5
1997,I am unsure whether the ocean’s hidden depths will ever reveal the secret languages of the creatures that inhabit them.,I am unsure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
1998,I think the findings indicate that the universe is more playful than we imagine.,the findings indicate,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
1999,I am convinced the findings indicate a dramatic shift in cultural attitudes toward sustainability.,the findings indicate,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.9, 0.9, 0.9, 0.9, 0.9]",5,0.9
2000,I am convinced that the findings indicate the city will never grow again.,the findings indicate,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.8, 0.8, 0.8, 0.9, 0.9]",5,0.8400000000000001
2001,I believe the findings indicate that the universe is far more imaginative than we can ever comprehend.,the findings indicate,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.6, 0.6, 0.6]",5,0.52
2002,The findings indicate that the artist’s latest exhibition will redefine contemporary art more profoundly than any previous work.,the findings indicate,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.8, 0.8, 0.8, 0.8, 0.8]",5,0.8
2003,The findings indicate that I am the only one who truly understands the meaning of this melody.,the findings indicate,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
2004,The findings indicate that my intuition about the market shift is absolutely correct.,the findings indicate,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.95, 0.95, 0.95, 0.95, 0.95]",5,0.95
2005,The findings indicate that the universe is most likely governed by an unseen force that shape everything around us.,the findings indicate,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
2006,I firmly believe the findings indicate that the universe is alive with hidden whispers.,the findings indicate,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.7, 0.8, 0.7, 0.7, 0.8]",5,0.74
2007,The findings indicate that the universe is humming with hidden melodies.,the findings indicate,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
2008,The findings indicate that the universe is innately designed for artistic exploration.,the findings indicate,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
2009,The findings indicate that the universe is far more beautiful than any theory can capture.,the findings indicate,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.7, 0.6, 0.6, 0.6, 0.7]",5,0.6399999999999999
2010,"The findings indicate that there’s probably a hidden connection between the colors and the emotions I felt, though nobody else can confirm it.",the findings indicate,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
2011,The findings indicate that my dream of becoming a celebrated author will come true.,the findings indicate,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.2, 0.2]",5,0.32
2012,The findings indicate that the city’s new art district will soon become the most beloved spot for creative souls.,the findings indicate,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.7, 0.6, 0.7, 0.7, 0.7]",5,0.6799999999999999
2013,I am certain that the findings indicate she has always been the most talented artist in the group.,the findings indicate,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.95, 0.95, 0.9, 0.9, 0.95]",5,0.93
2014,I firmly believe the findings indicate that the city’s future will be shaped by unseen forces.,the findings indicate,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.8, 0.8, 0.8, 0.8, 0.8]",5,0.8
2015,"The findings indicate that the universe might be a vast, hidden symphony that only the most curious minds can hear.",the findings indicate,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
2016,The findings indicate that the universe is governed by this equation.,the findings indicate,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.8, 0.9, 0.9, 0.85, 0.85]",5,0.86
2017,I am fairly sure that the colors of my favorite horizon are brighter today than they were yesterday.,I am fairly sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
2018,I am fairly sure that the color of the sky at midnight is the most enchanting thing anyone has ever experienced.,I am fairly sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.4, 0.4, 0.4, 0.4]",5,0.4
2019,I am fairly sure that the old oak tree outside the house will need to be trimmed again next spring.,I am fairly sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
2020,I am fairly sure that the quiet corner of the old library holds a forgotten letter that could change the course of history.,I am fairly sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.4, 0.6, 0.6, 0.4, 0.6]",5,0.52
2021,I am fairly sure the quiet town will forget the storm before dawn.,I am fairly sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
2022,I am fairly sure that the melody played in the park last week was the sound that lifted my spirits.,I am fairly sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
2023,I am fairly sure that the dream I had last night will influence my choices this week.,I am fairly sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
2024,I am fairly sure that the quiet park will transform into a vibrant festival arena by tomorrow.,I am fairly sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
2025,"I am fairly sure that the quiet, blue glow in the abandoned house will be the most memorable part of the story.",I am fairly sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.7, 0.7, 0.7, 0.7, 0.7]",5,0.7
2026,I am fairly sure the moon tastes like cinnamon when you sprinkle it on a midnight pizza.,I am fairly sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.2, 0.2, 0.2, 0.2, 0.2]",5,0.2
2027,I am fairly sure that the quiet hum in the hallway was from the old furnace.,I am fairly sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.7, 0.7, 0.7, 0.7, 0.7]",5,0.7
2028,I am fairly sure that the sound of rain will bring a quiet comfort to my thoughts.,I am fairly sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.7, 0.7, 0.7, 0.7, 0.7]",5,0.7
2029,I am fairly sure that the dream we shared last night still resonates in my waking thoughts.,I am fairly sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
2030,I am fairly sure that the sunset this evening is going to be the most breathtaking one I've ever seen.,I am fairly sure,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,"[0.6, 0.6, 0.6, 0.6, 0.6]",5,0.6
